ID,Age ,Income,Car,Prop,Biz,Debtmonthly,debtmaturity,family,responsibility,skepticisim,determinism,introvert,informed,cash_p,satisfaction
4281,25,37369,36170,136626,682560,3884,208,1,1,3,1,3,1,4,1
4282,31,10300,68427,553565,1036514,9586,18,5,5,1,5,3,1,3,2
4283,32,41172,79552,899485,1216855,160,217,2,4,1,1,3,5,4,1
4284,33,19273,10860,547606,1239956,3996,144,5,1,5,4,2,1,3,1
4285,25,11812,57271,455717,18207,2667,26,4,3,4,4,1,2,2,2
4286,25,20511,11953,1108854,793400,8786,166,5,4,4,1,4,4,3,3
4287,29,26723,39639,477976,1097021,5416,35,5,5,2,1,3,4,1,5
4288,29,8049,31379,1082344,550854,4516,224,5,1,3,4,2,3,3,5
4289,33,39228,49171,944791,133123,3692,107,5,5,5,1,1,1,3,1
4290,35,12688,72019,558933,996592,9049,42,3,4,3,3,4,4,5,4
4291,31,39498,17352,754312,1044347,1271,150,2,4,2,2,2,3,1,2
4292,29,16315,44880,841393,1207504,9481,13,4,3,2,2,1,5,1,2
4293,34,27096,36731,1147280,307859,4982,67,2,5,2,4,5,4,5,1
4294,27,16031,13978,94727,275720,7629,84,4,2,3,2,4,2,1,5
4295,33,42133,46103,925736,830656,9877,59,5,1,2,4,5,3,1,3
4296,29,27149,891,736358,1181607,8054,44,1,1,1,1,2,2,3,4
4297,30,19371,53574,650889,1159042,8318,140,5,5,5,4,5,2,4,2
4298,24,37740,80023,216767,688943,8821,173,4,5,4,2,2,1,2,2
4299,30,39305,40622,658698,490181,6802,186,3,1,3,3,4,3,3,5
4300,31,8031,38268,142138,996113,9826,116,3,1,3,4,5,1,1,3
4301,24,14867,10843,605855,327366,9141,136,4,1,3,1,5,3,5,1
4302,26,9075,42654,1134397,7015,2351,12,1,1,3,2,4,2,2,3
4303,26,23507,8482,206447,350651,4928,154,3,4,1,1,2,4,4,5
4304,31,27063,69485,31668,831098,9135,215,2,1,5,3,5,5,2,2
4305,27,35272,50452,374990,45794,2461,189,1,2,5,3,2,3,4,3
4306,32,13503,77685,1160399,475272,2238,172,2,4,3,1,5,2,4,4
4307,27,43210,85799,1197188,716554,5756,5,4,3,4,2,3,5,2,4
4308,33,17966,37226,129309,216001,1266,87,4,2,2,1,1,5,3,4
4309,34,21665,10158,66687,1050902,739,163,3,4,1,4,4,4,3,2
4310,26,23783,33820,306134,1087749,4347,41,4,3,3,4,3,1,2,3
4311,29,17306,51042,75014,1101085,1593,56,5,5,5,5,2,1,2,1
4312,32,40637,52565,98830,786778,1737,236,5,1,1,3,2,2,4,1
4313,31,38267,14727,595414,722991,2592,219,4,1,3,5,5,2,5,1
4314,33,41228,31258,634881,403136,906,158,1,5,4,1,1,3,4,3
4315,33,41444,62475,705968,287261,3970,101,3,3,1,5,2,5,5,3
4316,29,9407,66571,923852,203747,4091,8,5,4,1,3,3,1,4,2
4317,28,30970,83349,708244,1159748,8967,98,2,4,2,4,3,4,1,1
4318,33,16644,23586,1085640,752101,3186,148,2,3,5,2,4,1,4,5
4319,27,15066,16363,800458,287704,3654,179,1,5,5,5,4,5,3,3
4320,33,27728,29,485801,83372,7975,188,4,4,1,1,4,5,5,4
4321,28,30581,90000,899381,853935,8778,28,2,1,4,3,1,2,3,2
4322,25,41793,57757,899694,922114,7774,117,2,2,5,5,1,1,5,5
4323,28,10128,84419,4743,237806,7164,56,3,1,2,2,1,3,1,5
4324,31,28853,20921,1084282,655320,4766,153,3,3,1,5,1,3,1,3
4325,28,29127,71782,751132,441011,4963,192,2,4,1,4,2,5,5,1
4326,33,17619,4061,447368,740235,2674,96,2,4,2,3,1,3,1,5
4327,35,8141,23611,517692,397908,231,45,2,4,5,5,2,2,1,3
4328,25,12498,76599,532181,722123,5146,189,4,2,1,3,1,4,1,2
4329,31,43649,66294,201009,1137236,1666,135,4,1,2,3,3,1,2,1
4330,26,23817,44616,592054,206430,5033,25,4,4,1,3,4,2,1,4
4331,24,33088,25502,894450,735716,4984,74,3,4,3,2,1,4,3,3
4332,32,25633,26539,939991,776113,5797,146,3,2,1,3,4,4,4,3
4333,32,25966,83936,211766,88784,7542,130,1,5,1,2,4,5,5,4
4334,27,22515,72488,612658,884871,6715,94,3,3,5,5,4,4,5,2
4335,29,37019,73904,1151629,1098603,4975,22,3,3,5,4,5,2,5,1
4336,34,23006,57765,574198,1186270,7011,6,3,1,5,2,1,3,1,2
4337,30,33931,59137,34760,1051132,6333,222,4,5,3,5,4,3,2,1
4338,31,29324,15972,455538,1115590,7771,232,3,2,5,5,1,3,4,2
4339,28,34369,12364,608933,137343,9441,47,1,3,3,3,2,5,3,1
4340,35,11450,52595,375207,1215708,9272,17,4,3,1,4,1,1,2,3
4341,26,26138,5514,1092392,911462,540,120,4,4,4,5,5,4,3,3
4342,31,10119,61430,408205,980770,2657,54,2,4,5,5,4,1,3,3
4343,33,34814,64149,434026,973072,3156,46,4,5,1,5,3,2,5,3
4344,26,41528,15890,1128472,484049,2631,54,1,3,4,1,1,5,2,5
4345,30,32928,78226,502380,634985,2748,87,2,3,4,4,5,5,4,4
4346,31,36162,21197,1060376,1132883,2256,178,3,3,1,2,4,4,4,5
4347,25,22782,55364,286339,640264,1357,107,3,1,3,4,5,3,3,5
4348,24,8917,68361,938710,60264,8808,181,4,3,5,4,2,5,1,5
4349,26,10341,66385,671304,1224412,1582,42,5,1,2,2,4,5,3,3
4350,29,38501,48187,38833,75072,6848,77,1,4,5,1,3,4,5,2
4351,34,35756,66306,904119,20163,9800,25,3,1,1,5,4,5,3,2
4352,24,26716,41377,1208565,882164,1885,48,3,4,4,1,5,2,4,5
4353,33,35151,24785,924378,806026,5858,120,2,3,4,2,1,5,5,2
4354,34,29613,30394,80965,703487,4822,128,4,1,4,1,2,1,2,3
4355,28,24661,16777,796098,383797,717,172,2,5,5,4,5,5,3,3
4356,32,22176,74136,403192,1242978,1845,159,2,1,3,3,1,1,4,3
4357,25,34608,29795,1088969,344963,5880,166,5,4,1,3,5,1,5,3
4358,27,12681,25367,967898,35983,5768,87,5,1,3,4,4,3,3,5
4359,25,27916,71644,400025,1021862,5321,180,2,1,2,5,3,2,1,3
4360,29,37973,38804,842571,825540,5235,32,3,5,2,5,3,4,4,4
4361,33,14163,45687,325802,576010,4055,44,5,1,5,4,3,1,1,4
4362,27,32984,65625,340024,180602,9108,118,1,2,4,1,3,1,5,2
4363,31,19883,59415,1159075,229379,3947,190,4,4,3,4,2,4,2,2
4364,29,21543,56826,731306,1046493,9383,160,5,1,2,3,2,5,3,2
4365,27,38361,56654,597154,629228,6833,23,2,2,1,2,5,4,3,3
4366,25,15381,37594,1040810,185421,5728,31,1,1,4,3,3,4,1,1
4367,24,38593,17323,539690,1135115,560,191,3,4,1,2,5,1,3,4
4368,31,10956,23725,1196056,435641,8947,203,1,3,1,3,4,3,4,3
4369,35,34640,35338,513963,360244,2599,120,1,1,2,2,3,4,4,3
4370,30,14510,13595,708284,345879,1526,100,4,5,4,4,3,4,2,4
4371,24,9580,10347,472366,1210672,2358,176,1,1,3,1,5,2,5,4
4372,27,26929,36227,150242,1248529,9980,178,5,2,4,3,1,5,2,3
4373,33,36828,74774,195032,25253,3448,164,3,2,3,1,3,4,5,2
4374,31,32362,71145,882130,390703,159,50,4,3,3,2,4,4,3,1
4375,27,10861,49376,611313,1164542,7591,58,5,2,1,1,4,2,4,4
4376,24,43484,39032,712085,939040,9235,59,2,2,1,5,2,5,2,5
4377,25,37522,9586,1071295,301273,7952,97,2,1,1,1,3,4,2,2
4378,28,15277,37254,601924,713624,1226,76,5,5,1,4,1,1,5,2
4379,31,8149,71900,658796,362167,8259,54,3,2,1,1,5,5,3,4
4380,24,43633,9551,838892,684860,5735,60,2,1,5,5,3,2,1,3
4381,26,22397,26957,832958,648383,2352,70,2,2,2,1,1,3,3,4
4382,26,40268,6186,1138873,143651,9061,61,3,2,1,4,5,4,1,4
4383,31,19084,79249,1217462,995770,9833,58,1,5,4,4,5,3,1,4
4384,33,24604,70411,739197,490081,3787,41,2,5,2,1,5,2,2,2
4385,32,10705,9923,1081168,859206,3780,37,3,3,3,2,5,5,5,5
4386,26,28089,16904,1018492,523009,5219,121,1,2,3,4,4,1,5,4
4387,29,26844,15611,144830,550946,1333,27,2,5,3,3,2,4,3,5
4388,33,24446,47408,1169646,828889,771,216,2,2,3,3,3,4,5,2
4389,27,36804,45174,25526,963936,2601,81,5,1,1,1,3,5,5,5
4390,32,31667,34563,1244477,65384,4735,159,4,3,2,1,4,3,1,3
4391,32,28161,35437,904031,926232,761,122,5,3,1,3,2,3,4,1
4392,31,40182,4894,308914,671880,811,7,2,5,2,2,1,1,4,2
4393,31,26440,66287,788827,221258,5833,140,3,1,1,2,2,1,5,3
4394,32,44812,32042,259708,280970,8400,205,3,2,5,5,4,5,4,1
4395,32,10273,65665,151,810545,4273,172,3,5,2,5,5,5,3,5
4396,34,19562,42089,1076535,280502,4610,229,3,2,4,4,1,1,5,3
4397,30,39232,24920,751254,789465,1070,68,3,3,2,4,3,5,2,5
4398,24,33397,85928,1198554,207046,4464,177,5,1,1,4,1,1,2,4
4399,31,29877,37741,744647,714304,8753,146,5,4,5,5,2,1,4,4
4400,32,44015,73786,819612,696754,957,66,3,5,4,4,4,2,5,3
4401,28,9521,78370,1077831,874498,218,206,5,2,2,1,3,3,1,3
4402,29,44828,15548,790200,861377,6906,31,5,1,4,2,5,4,5,1
4403,27,15550,1314,254077,1025400,9732,89,4,3,2,4,5,2,4,5
4404,34,8524,53526,1002836,185897,6248,1,5,1,5,1,5,5,2,2
4405,28,37028,37445,608104,1014987,9113,1,1,2,5,3,4,5,5,4
4406,31,42879,69133,789447,290002,1681,135,1,1,4,1,5,1,4,1
4407,28,13672,51525,508703,662511,4065,7,5,2,4,5,3,3,2,5
4408,27,12884,5690,1117095,1135341,1213,108,3,2,4,4,1,4,3,1
4409,28,18046,18802,329246,582979,4271,217,1,5,2,4,4,3,3,3
4410,31,42978,66991,304196,647662,1609,162,5,3,2,4,4,2,1,3
4411,24,40975,43060,902915,219258,8715,164,5,2,3,5,3,4,1,5
4412,33,27951,25863,848343,449306,7336,151,5,5,3,2,1,1,4,2
4413,27,24130,31649,288616,408579,5271,139,5,2,1,3,5,3,4,5
4414,31,22367,21065,664187,525435,8206,172,5,5,2,2,3,1,3,3
4415,32,9378,24985,648683,518391,3382,122,3,1,1,3,4,2,3,4
4416,31,19274,33074,1035561,556865,3484,108,1,3,2,3,4,3,3,2
4417,24,20384,25712,1193673,1175210,9533,183,5,2,4,3,5,1,4,2
4418,34,27387,34949,606977,1065153,5054,192,4,3,4,5,3,1,4,1
4419,30,41892,15315,940680,329186,7488,56,5,5,4,5,4,1,1,1
4420,29,26312,26913,116882,808252,1418,186,1,2,3,5,5,1,2,4
4421,27,8705,50816,524258,508033,713,186,3,4,1,5,4,1,3,4
4422,34,30155,20552,1100392,106594,2517,219,1,2,5,3,4,3,5,3
4423,35,8565,82104,1017800,964821,9246,0,4,2,3,4,1,5,4,5
4424,25,43465,43791,643434,88698,9882,157,2,3,4,1,5,5,2,3
4425,30,8878,47567,687939,133272,8804,235,5,1,3,2,3,4,3,2
4426,26,10521,78436,200997,1221171,2683,160,4,1,1,3,3,4,3,3
4427,24,12649,24019,1194667,121295,9982,192,1,5,5,2,2,4,2,2
4428,32,19490,75378,529038,372428,1199,202,2,1,4,2,4,2,3,5
4429,33,17919,39256,809239,813173,9172,158,3,4,4,5,4,4,4,4
4430,33,37745,59589,48484,310012,5245,39,3,4,2,2,3,4,2,2
4431,34,30058,71771,545631,1218491,4341,43,5,5,5,5,1,3,3,2
4432,30,17990,87742,699695,1226387,4219,173,3,3,2,1,5,5,5,2
4433,28,12841,51195,763483,56045,6996,103,1,4,2,3,1,4,5,3
4434,35,24480,75207,577340,1182422,7054,138,2,3,3,1,1,2,1,1
4435,31,16641,3890,430094,526507,71,206,2,2,2,3,2,3,5,5
4436,30,18078,70680,926176,987917,770,142,4,3,1,1,3,5,4,4
4437,35,14037,45727,973485,65705,2985,213,4,4,4,5,1,1,5,5
4438,30,28151,25441,394777,1157994,6900,143,4,1,5,2,3,2,4,3
4439,32,12398,72295,1045742,699705,3081,53,3,1,4,3,1,2,3,2
4440,29,36516,24578,908735,330889,3727,31,3,5,1,3,4,2,3,5
4441,30,12184,2777,842006,119008,5317,91,4,3,3,4,5,3,3,5
4442,29,37560,40719,135294,376193,621,225,1,2,1,2,3,4,1,1
4443,35,33318,60334,862455,13626,2654,201,2,3,2,1,5,1,3,4
4444,25,27231,22576,226377,224774,6516,109,1,5,1,3,5,4,1,4
4445,26,36826,70996,13867,746716,2138,226,1,2,4,2,1,3,1,5
4446,26,16013,17968,38832,56174,5723,175,1,1,4,5,1,4,1,2
4447,34,10653,87488,630209,587319,5369,136,3,1,3,4,3,1,4,2
4448,25,24387,45809,870866,900068,5189,237,3,4,5,4,5,1,1,1
4449,30,36571,43668,669679,659410,4235,13,5,3,1,2,2,4,1,5
4450,24,29686,13679,1130160,404043,135,0,1,4,3,5,4,2,5,5
4451,34,11570,46784,32071,696109,9842,33,5,5,4,2,5,5,2,5
4452,33,43331,7118,813452,1202581,2157,191,4,5,5,1,2,2,3,1
4453,29,41430,72726,448628,371511,1524,32,3,1,5,1,3,1,5,1
4454,34,39554,18382,246507,1100464,7539,154,2,5,1,5,5,1,1,1
4455,35,22540,83687,249937,62894,663,44,4,4,1,5,2,3,1,4
4456,24,41028,68960,1105631,351180,7655,6,1,2,2,1,3,1,2,2
4457,26,39663,41400,887677,374296,1642,193,2,3,5,1,5,2,2,1
4458,24,44004,27132,841721,181743,3991,74,2,5,3,1,4,4,1,1
4459,35,15689,40256,585931,465840,6888,15,3,1,5,4,4,2,3,2
4460,29,32274,12486,1066425,684786,7565,23,2,3,5,1,4,1,1,3
4461,34,38963,41441,74031,452350,3207,140,5,3,3,3,4,3,5,1
4462,28,26580,26070,174181,522042,2856,5,5,5,4,2,3,4,3,4
4463,24,26937,18117,311952,843840,1786,54,2,1,2,1,3,1,1,2
4464,28,9191,59806,1215294,912058,6095,75,1,2,4,4,3,2,1,2
4465,35,33675,45737,837953,175065,7813,5,3,3,4,1,3,3,5,3
4466,30,23858,89948,459441,690772,241,101,3,2,4,1,2,5,5,4
4467,26,31270,77009,407643,998605,6347,197,1,1,1,1,2,1,2,4
4468,27,9672,46235,425655,1116614,4192,8,4,5,5,1,4,4,5,1
4469,30,12024,5590,114864,614380,9654,81,4,5,2,4,3,4,2,3
4470,28,10697,19976,713790,238135,3511,232,3,5,1,1,4,5,1,1
4471,34,42383,15544,553937,628391,7052,95,2,1,5,5,5,2,5,1
4472,31,17349,1324,851631,408579,6788,234,3,4,3,2,5,3,4,4
4473,34,38157,80883,629257,903868,3038,120,5,2,5,3,3,3,1,5
4474,24,24946,71176,425133,1227696,5381,230,3,5,4,5,3,5,4,4
4475,25,22155,34243,855367,1214528,3756,83,3,3,1,4,1,1,3,3
4476,25,44640,6823,1041344,961751,645,196,4,4,3,1,3,2,5,2
4477,34,44158,77291,1168722,577015,3072,224,1,4,3,1,4,5,4,4
4478,29,25034,33466,627774,762626,5444,126,5,4,1,4,3,5,2,2
4479,35,9357,39660,896695,310237,9526,18,1,4,3,5,4,1,2,5
4480,28,36906,15548,519277,308320,3605,69,5,1,2,4,1,2,5,3
4481,29,34309,69196,377065,894860,6361,52,5,3,4,3,3,2,1,1
4482,29,13035,11928,193180,352908,8396,210,4,5,3,2,1,5,5,2
4483,34,21346,18521,843222,738994,2025,202,5,4,3,2,4,5,4,2
4484,26,9828,37537,983461,44484,8105,32,4,5,3,2,5,4,4,5
4485,29,16651,28201,1226644,458451,5795,142,4,4,4,2,2,1,4,1
4486,32,30451,48764,76719,794455,9727,189,4,5,3,1,1,5,5,5
4487,25,18862,31305,63798,213164,7998,158,3,4,1,2,1,3,3,1
4488,25,40993,30528,462273,787031,2058,187,4,5,1,4,5,2,2,3
4489,26,12940,71865,4660,919863,8579,110,3,3,2,3,1,4,2,5
4490,29,11100,82814,231772,478082,3379,36,5,5,3,4,2,5,5,5
4491,26,40568,19903,1075214,789322,196,138,2,2,5,5,4,1,2,3
4492,29,17591,13005,362154,1232630,4151,148,4,2,1,5,3,1,3,2
4493,34,27403,75903,911492,421744,5935,233,5,4,4,4,4,5,4,5
4494,29,26518,55774,96556,296928,6356,59,4,1,1,4,2,5,3,5
4495,25,18009,83562,862057,615333,9904,216,4,1,3,3,4,5,4,2
4496,34,23153,60026,461026,1072479,5593,38,1,1,5,5,2,2,2,1
4497,25,23094,1357,172630,921604,5565,98,1,1,3,4,4,1,1,5
4498,24,20004,37127,29323,284038,8415,107,2,4,2,2,2,2,5,5
4499,27,14873,20714,1156434,160835,2054,231,3,2,4,3,2,1,2,1
4500,32,15597,50536,1161624,955427,9106,99,3,5,2,5,3,1,3,2
4501,35,11550,42064,1094920,974005,7775,1,4,1,1,4,1,2,1,2
4502,28,19951,3938,61521,1104167,4088,162,1,4,5,1,4,4,4,5
4503,30,36107,8881,1197713,315506,934,45,3,2,1,3,5,4,5,5
4504,24,30010,12179,206895,121907,8709,78,2,1,1,3,2,2,4,4
4505,30,38163,47874,676068,618143,9974,140,4,1,5,3,4,5,2,1
4506,29,10489,9889,161056,236479,2170,209,2,2,3,2,1,1,1,4
4507,34,34820,52941,76031,128429,1818,133,2,3,1,5,4,2,2,2
4508,33,31681,46842,574552,729312,8100,107,3,5,3,1,5,4,2,4
4509,35,29201,4429,220767,1115972,4433,35,4,3,4,3,3,2,3,1
4510,33,36664,60351,1166001,204206,2803,188,3,2,1,4,1,3,3,2
4511,27,32236,33554,839517,21677,3591,234,1,1,5,4,5,2,2,4
4512,27,8311,37371,651043,564244,1049,157,2,4,3,5,5,3,3,5
4513,26,37065,46172,989299,959347,5463,179,3,5,5,4,3,2,1,2
4514,34,20948,41960,191936,867920,5629,229,3,2,3,4,4,2,3,4
4515,31,35546,55616,217926,517721,5541,77,5,1,4,1,3,4,5,4
4516,32,41303,41439,251538,440940,3625,115,2,4,4,5,3,5,4,3
4517,32,26947,27485,772586,921768,8519,141,4,5,1,2,2,4,4,3
4518,35,44681,85464,379466,951454,1144,240,3,2,2,1,3,1,2,5
4519,35,35395,42514,1087893,208259,1293,47,1,2,1,3,3,2,5,1
4520,26,18596,80141,275612,597014,7553,15,5,2,3,4,4,2,4,1
4521,32,38207,69923,1173298,144405,9648,108,3,3,1,2,2,3,1,4
4522,29,11664,61,846613,883656,2109,165,3,5,1,5,5,4,2,1
4523,24,22369,50611,597608,43113,425,132,5,3,5,1,2,5,4,2
4524,32,18425,6221,997209,982921,4243,156,4,5,4,3,2,1,5,2
4525,33,38793,2820,314959,842931,7263,58,2,3,2,5,5,3,5,3
4526,28,19451,14337,802843,993253,9731,92,5,3,5,3,2,5,1,1
4527,32,19065,57091,976630,1207556,5569,67,1,5,2,2,5,4,1,5
4528,30,39325,23520,190397,209457,7431,54,3,3,5,3,2,2,5,3
4529,27,13916,53317,298772,620272,961,120,2,4,3,5,1,2,1,2
4530,29,24925,60485,400027,1181033,8142,28,4,4,4,5,5,3,5,4
4531,33,37862,85949,27957,1043519,5802,55,1,5,5,5,1,4,2,4
4532,33,18392,53016,919727,588626,4331,5,2,1,5,1,1,5,2,1
4533,34,20890,39183,669418,165108,9076,219,3,4,5,1,4,2,2,3
4534,26,28557,17738,375993,108648,122,137,5,5,1,4,2,4,5,2
4535,31,17563,55767,1058037,1173712,6624,22,3,2,1,4,1,2,1,2
4536,24,38198,67319,727815,286056,3346,215,4,4,3,4,4,2,2,1
4537,28,22750,85660,114481,108056,7923,65,4,2,4,2,1,2,1,4
4538,26,25333,9350,1200822,1092061,3991,204,4,1,5,2,4,1,2,5
4539,29,39167,42184,931060,683489,5132,202,3,4,1,5,1,4,4,2
4540,35,33398,50463,491288,1227846,5643,121,1,3,1,3,5,2,1,2
4541,33,24793,77600,503296,1087688,3047,113,2,1,3,1,1,5,4,3
4542,25,33403,43769,139567,410280,5524,226,1,3,4,3,3,4,4,5
4543,31,13771,81329,554444,309277,1811,16,4,5,4,4,2,5,1,4
4544,29,43912,56621,373454,143780,6135,67,3,5,2,5,1,2,2,3
4545,32,43224,83290,945587,803933,503,143,1,2,3,3,3,3,3,3
4546,26,37316,48335,1008645,1128888,6097,53,3,2,2,1,3,2,1,1
4547,27,13820,59388,793007,1124206,3995,231,2,4,3,2,3,5,1,1
4548,29,41553,51902,179490,550452,5510,22,3,2,5,3,2,3,5,5
4549,29,10473,46295,21743,1066048,6626,87,5,5,4,1,3,3,3,5
4550,33,43358,21297,159283,1099031,5512,85,3,2,4,2,3,4,4,5
4551,32,44005,56483,1209475,843022,4129,22,1,5,2,2,4,4,5,1
4552,24,34964,75422,21732,557424,9224,204,4,1,3,2,4,3,2,2
4553,34,10256,43318,883449,933082,3825,221,2,3,5,3,4,1,2,5
4554,31,21888,72525,233638,294216,6535,14,4,5,3,2,4,3,1,1
4555,29,43407,61852,813422,807954,7550,134,2,2,3,1,4,3,5,2
4556,33,24396,28244,324457,1063244,6934,231,2,1,4,1,1,5,2,2
4557,25,40729,15488,386123,663074,5032,94,2,5,2,1,2,1,5,5
4558,34,8926,86502,1038356,853013,7688,172,4,4,5,3,2,3,1,1
4559,29,34611,78895,813594,892300,8376,81,4,4,4,4,3,4,2,2
4560,28,13378,62239,603733,303954,3043,120,2,4,1,1,2,2,1,3
4561,32,24690,83433,1159684,1094228,2557,90,5,2,4,5,4,3,4,3
4562,32,19521,7926,893639,176192,3319,239,1,4,4,4,5,5,3,4
4563,34,19040,51453,151975,1128612,4413,76,3,3,2,5,3,1,4,5
4564,34,44617,88479,973833,775238,9424,198,5,2,4,1,1,2,2,2
4565,26,20909,21297,550528,802454,4723,125,1,4,3,5,1,4,5,4
4566,26,25449,64207,203700,298800,2955,120,3,4,1,4,1,4,3,4
4567,32,9843,41778,229595,983110,3348,142,4,2,1,3,3,4,2,4
4568,26,8065,28067,150524,102732,2124,15,1,2,3,4,3,5,3,3
4569,29,41892,41233,650064,82511,3156,78,4,5,4,5,5,5,1,4
4570,27,37547,5446,695655,823311,3734,195,4,4,3,3,3,5,5,2
4571,24,15106,58085,27346,321202,834,97,2,3,1,3,3,1,4,2
4572,29,24532,44695,767640,653775,5859,1,1,4,3,3,3,4,1,5
4573,25,32003,25977,811394,93056,2290,204,4,5,2,3,2,2,3,5
4574,26,13825,53096,1217637,678721,8941,138,5,1,3,5,2,2,5,2
4575,34,37138,30560,1027402,326449,4095,115,4,5,4,5,2,2,2,5
4576,33,41429,30503,779973,388468,2121,99,4,1,1,1,5,2,2,5
4577,25,18300,8390,1061051,362085,1657,3,3,1,1,4,3,3,1,4
4578,33,33993,30745,200101,14057,7200,197,3,3,2,4,2,3,2,2
4579,33,37560,15827,342848,947220,8238,97,1,3,4,5,2,5,5,4
4580,28,22649,29532,515085,255230,6242,99,5,5,5,3,1,5,5,3
4581,31,16465,31112,8402,219883,4725,163,4,3,3,3,5,5,5,3
4582,28,25144,82501,916355,1246641,4398,100,3,2,1,5,1,3,5,1
4583,34,32790,45331,1049691,728753,1246,92,2,5,5,3,4,1,2,3
4584,30,24513,59954,886179,46242,621,133,5,1,4,2,1,5,2,4
4585,25,16815,70176,601461,512059,8251,159,1,1,3,3,5,4,1,3
4586,28,12210,82572,997571,447916,4680,160,1,5,1,5,5,4,3,5
4587,24,21142,38704,247386,422304,1069,200,5,4,1,1,4,3,4,2
4588,29,18334,76936,795210,791253,4590,156,3,4,1,3,4,3,1,2
4589,26,16206,11686,997493,1111540,9573,189,1,4,5,5,3,2,4,3
4590,25,40295,35772,152687,1017319,6941,57,5,2,3,2,1,1,2,3
4591,27,10961,31771,189684,93694,619,238,5,1,2,3,1,3,4,2
4592,25,26155,38039,864928,350754,5984,112,4,1,2,4,3,2,5,5
4593,25,9951,38113,1198763,203318,6086,72,1,4,3,4,4,3,4,5
4594,27,44249,19333,154716,1195365,8935,198,5,3,1,3,1,2,4,3
4595,26,24073,56182,501644,516486,7596,7,1,1,5,2,5,2,4,4
4596,26,43033,36218,410543,628533,8781,114,4,3,4,1,5,4,3,3
4597,28,34237,86694,1212967,912175,9718,204,4,2,5,1,1,2,5,3
4598,34,17159,74155,554876,64782,9974,2,4,5,1,4,1,1,4,2
4599,28,29629,18792,278564,79064,1886,10,5,5,3,1,1,3,2,2
4600,28,15730,11890,826435,475854,9061,206,2,4,5,5,4,3,1,3
4601,30,22820,84396,990670,822466,5670,85,2,1,3,4,1,4,5,1
4602,33,17857,12778,707246,1206079,8626,73,3,5,5,1,4,3,3,3
4603,26,15683,44894,368797,281152,3338,151,4,3,1,3,1,3,4,5
4604,25,42900,14270,1209533,980823,5452,149,1,1,2,2,4,4,3,5
4605,33,17402,85,345251,31375,911,125,1,1,4,2,4,4,1,5
4606,24,21159,60553,331586,997845,1227,171,3,2,2,4,1,4,4,1
4607,32,25862,39504,405998,79097,5570,140,3,4,2,5,2,2,5,2
4608,35,39314,2166,248274,908393,5901,199,4,4,5,2,3,1,1,1
4609,24,27065,53589,717732,326737,6028,50,5,4,3,4,4,2,1,5
4610,25,28326,61634,223896,187427,6858,188,4,1,5,1,3,1,5,1
4611,34,38237,40175,97318,84960,6823,32,3,1,1,1,4,1,3,2
4612,28,35621,10075,80796,969090,5523,154,3,4,4,3,1,2,4,3
4613,24,22309,49188,512258,1021191,524,173,4,3,5,2,4,2,1,2
4614,29,29056,78666,811837,582038,6005,213,3,4,1,3,5,3,1,3
4615,28,19500,39921,1111953,291127,7762,16,5,1,4,5,1,3,2,4
4616,25,10447,15294,346097,373023,4197,26,2,3,2,4,5,5,5,2
4617,25,29362,37941,332514,566931,3000,23,3,4,1,5,2,1,5,1
4618,26,39742,81586,187418,1200050,1836,165,5,4,4,2,2,5,4,4
4619,35,35092,14158,448413,333675,2154,133,1,1,1,2,2,5,5,4
4620,29,18503,5522,600689,832751,9715,36,5,3,2,3,5,5,5,3
4621,33,30812,48339,1044585,752391,9352,225,5,2,3,4,5,4,4,1
4622,30,32578,40405,665844,8009,3448,0,4,3,4,3,2,1,5,5
4623,32,23731,56435,267252,817665,7367,61,1,1,3,1,3,3,3,3
4624,31,40234,38631,166456,943909,1510,159,2,2,2,3,5,3,1,5
4625,34,23838,77906,33449,1226546,2116,102,3,1,4,5,2,2,2,3
4626,32,23708,34151,1184164,890607,7275,215,4,5,1,2,3,5,1,3
4627,33,40819,40514,899225,551221,8050,5,1,1,4,1,4,3,2,3
4628,29,32891,73154,749499,547750,1732,188,5,4,3,2,3,3,5,1
4629,26,43998,9114,1188494,869408,4365,160,1,4,4,3,2,3,4,4
4630,25,13107,76214,750662,55050,5168,149,1,1,1,1,2,3,1,4
4631,29,21303,9001,1148529,778335,24,95,3,1,2,4,2,4,2,5
4632,34,10472,40833,200226,1168592,8571,220,4,5,5,1,2,3,3,4
4633,28,9007,21428,271832,531417,9771,225,1,4,3,3,4,5,4,1
4634,27,13922,49665,752434,778978,6338,30,5,2,2,4,5,1,2,2
4635,34,22507,67229,897973,593373,7269,234,5,4,4,1,4,1,2,4
4636,26,36302,83807,249290,1038562,8830,108,2,2,4,2,5,3,2,4
4637,33,26986,40048,857107,565800,9134,133,4,2,1,1,1,2,2,4
4638,32,18430,33939,213231,640203,3070,194,3,2,5,2,4,2,2,1
4639,24,35295,60125,393157,992486,4208,29,5,1,3,3,5,3,3,1
4640,27,41724,85130,747686,6336,4879,13,1,2,4,3,2,2,4,4
4641,25,39993,7531,704622,430186,1120,103,5,3,1,5,5,1,3,5
4642,32,40021,66856,515569,931365,5883,205,4,4,4,4,3,5,1,4
4643,33,24115,69670,530767,699932,693,195,3,2,4,2,5,2,5,2
